,model_name,feature,coefficient
14,logistic_regression,longterm care beds,-11.640564055233222
15,logistic_regression,regional GWA,-1.6681996790760918
16,logistic_regression,pop density,6.5291685221666595
17,logistic_regression,unemployment rate,1.027672470049961
18,logistic_regression,pct leavers from education,-8.482295209809626
19,logistic_regression,NEET rate,4.6515607279303595
20,logistic_regression,compensation of employees,-32.83778198984443
21,logistic_regression,life expectancy,11.331003393581783
0,logistic_regression,air passengers,4.839300616347442
1,logistic_regression,GDP,25.96925091004901
2,logistic_regression,farm labour force,-7.669554824876903
3,logistic_regression,deaths,0.0
4,logistic_regression,hosp discharges resp diseases,4.069001958315576
5,logistic_regression,stock of vehicles,-3.2693844723947763
6,logistic_regression,thousand hours worked,5.105659675133635
7,logistic_regression,students tertiary ed,5.213908987828783
8,logistic_regression,health personnel,-1.622144529567878
9,logistic_regression,students enrolled,4.609186888671123
10,logistic_regression,utilised agricultural area,2.771544398269583
11,logistic_regression,hospital beds,2.183763734175266
12,logistic_regression,education and training,0.0
13,logistic_regression,crude death rate,4.532790304790839
14,logistic_regression,longterm care beds,-9.977846785552545
15,logistic_regression,regional GWA,1.165805858816098
16,logistic_regression,pop density,5.550134712858173
17,logistic_regression,unemployment rate,-0.9387781826716948
18,logistic_regression,pct leavers from education,-7.190220756690914
19,logistic_regression,NEET rate,7.6052210049479765
20,logistic_regression,compensation of employees,-31.293316104642884
21,logistic_regression,life expectancy,16.998933477309567
